source,target,mean_diff,p,perms,rank,q
8,15,0.08333333333333337,0.06272882597022211,4096,130,0.15774401457719606
9,15,0.08333333333333337,0.06272882597022211,4096,189,0.15774401457719606
10,15,0.16666666666666674,0.5001220405174518,4096,459,0.15713260366798212
11,15,0.08333333333333331,0.06272882597022211,4096,143,0.15774401457719606
12,15,0.16666666666666663,0.03148645350256285,4096,50,0.17839611639953354
13,15,0.08333333333333326,0.2501830607761777,4096,320,0.15713260366798212
14,15,0.08333333333333326,0.2501830607761777,4096,323,0.15713260366798212
16,15,0.0,0.03148645350256285,4096,89,0.17839611639953354
17,15,0.25,0.06272882597022211,4096,154,0.15774401457719606
18,15,0.25,0.06272882597022211,4096,166,0.15774401457719606
19,15,0.08333333333333326,0.2501830607761777,4096,379,0.15713260366798212
20,15,0.16666666666666669,0.12521357090554064,4096,292,0.15713260366798212
21,15,0.25,0.06272882597022211,4096,202,0.15713260366798212
22,15,0.0,0.008054674151818403,4096,11,0.37051501098364653
0,16,0.08333333333333337,0.06272882597022211,4096,179,0.15774401457719606
1,16,-0.08333333333333337,0.2501830607761777,4096,306,0.15713260366798212
2,16,0.41666666666666663,0.06272882597022211,4096,184,0.15774401457719606
3,16,0.33333333333333337,0.03148645350256285,4096,98,0.16257291298262044
4,16,-0.25,0.06272882597022211,4096,118,0.15774401457719606
5,16,0.16666666666666674,0.03148645350256285,4096,62,0.17839611639953354
6,16,0.0,0.5001220405174518,4096,418,0.15713260366798212
7,16,0.16666666666666663,0.5001220405174518,4096,416,0.15713260366798212
8,16,0.08333333333333326,0.2501830607761777,4096,348,0.15713260366798212
9,16,-0.16666666666666663,0.5001220405174518,4096,414,0.15713260366798212
10,16,0.0,0.5001220405174518,4096,463,0.15713260366798212
11,16,-0.16666666666666674,0.12521357090554064,4096,242,0.15713260366798212
12,16,0.25,0.2501830607761777,4096,327,0.15713260366798212
13,16,-0.08333333333333326,0.2501830607761777,4096,315,0.15713260366798212
14,16,0.08333333333333337,1.0,4096,474,0.15713260366798212
15,16,-0.25,0.01586526726873322,4096,23,0.3490358799121308
17,16,0.25,0.06272882597022211,4096,153,0.15774401457719606
18,16,0.0,0.5001220405174518,4096,452,0.15713260366798212
19,16,0.16666666666666663,0.5001220405174518,4096,428,0.15713260366798212
20,16,0.08333333333333337,0.2501830607761777,4096,377,0.15713260366798212
21,16,0.25,0.2501830607761777,4096,302,0.15713260366798212
22,16,-0.08333333333333337,0.2501830607761777,4096,392,0.15713260366798212
0,17,-0.08333333333333337,0.2501830607761777,4096,310,0.15713260366798212
1,17,-0.08333333333333337,0.2501830607761777,4096,313,0.15713260366798212
2,17,-0.08333333333333337,0.2501830607761777,4096,384,0.15713260366798212
3,17,-0.25000000000000006,0.01586526726873322,4096,13,0.37051501098364653
4,17,-0.25,0.2501830607761777,4096,368,0.15713260366798212
5,17,-0.08333333333333337,0.2501830607761777,4096,395,0.15713260366798212
6,17,-0.16666666666666663,0.12521357090554064,4096,255,0.15713260366798212
7,17,-0.08333333333333337,1.0,4096,495,0.15713260366798212
8,17,-0.08333333333333337,0.2501830607761777,4096,351,0.15713260366798212
9,17,-0.08333333333333326,1.0,4096,470,0.15713260366798212
10,17,-0.25,0.2501830607761777,4096,332,0.15713260366798212
11,17,0.16666666666666663,0.12521357090554064,4096,243,0.15713260366798212
12,17,-0.08333333333333337,0.2501830607761777,4096,329,0.15713260366798212
13,17,-0.16666666666666663,0.5001220405174518,4096,436,0.15713260366798212
14,17,-0.08333333333333326,1.0,4096,477,0.15713260366798212
15,17,0.0,0.12521357090554064,4096,229,0.15713260366798212
16,17,0.0,0.12521357090554064,4096,263,0.15713260366798212
18,17,-0.08333333333333326,1.0,4096,503,0.15713260366798212
19,17,-0.08333333333333326,1.0,4096,498,0.15713260366798212
20,17,-0.33333333333333337,0.12521357090554064,4096,293,0.15713260366798212
21,17,0.0,1.0,4096,478,0.15713260366798212
22,17,-0.08333333333333337,0.2501830607761777,4096,391,0.15713260366798212
0,18,0.33333333333333337,0.12521357090554064,4096,278,0.15713260366798212
1,18,0.08333333333333337,0.06272882597022211,4096,197,0.15774401457719606
2,18,0.41666666666666663,0.06272882597022211,4096,181,0.15774401457719606
3,18,-0.25000000000000006,0.01586526726873322,4096,31,0.25896210445093576
4,18,0.08333333333333326,0.2501830607761777,4096,369,0.15713260366798212
5,18,0.08333333333333326,0.2501830607761777,4096,396,0.15713260366798212
6,18,0.16666666666666663,0.5001220405174518,4096,422,0.15713260366798212
